RP11-927P21.2	64922693354008.81
RAD23A	45203502797027.805
GGT3P	28765369613219.816
RP11-368I23.2	26536091301845.32
PIGV	22200137165495.12
HCG4P5	19684288312199.977
AC092301.3	17247294722138.998
SERTAD2	16043566136362.234
DACH1	11785020318337.256
MFSD3	11093868476473.23
TIGAR	9194618542461.152
ZNF708	6451296324245.832
TMEM143	6096517887070.214
SIN3B	5551875626769.292
PTPN4	4404487684040.147
PHEX	4037887189651.973
MTND2P28	4025031275609.8613
HS6ST1	3839650560935.5635
RP11-477I4.4	3401384676861.042
CFD	3289535682750.4263
SLC45A4	3073307530575.528
CBLC	3030373054904.9966
RP11-365H22.2	2986449028473.2856
TRAP1	2983743562929.1733
EMP1	2982416471487.6226
EHD4-AS1	2917823340881.3667
RRS1	2879279420409.958
SPTBN5	2839597681973.933
RP11-371F15.3	2790070654417.9946
RHOT1P1	2718135646163.8784
RP11-43F13.3	2717144457760.541
TRGV6	2618891006132.204
LL21NC02-21A1.1	2612573043436.07
APOBEC4	2525576531169.9277
CTA-228A9.3	2512359931951.863
YES1P1	2507406217351.77
RP11-349A8.3	2501046101813.665
IRAK2	2500744332012.7363
RP11-707O23.1	2497999218779.8877
CTD-2595P9.4	2491745457087.8906
POLR2L	2460308014703.936
RP3-339A18.6	2437579026274.947
NHP2	2426381809344.208
ST3GAL4-AS1	2425851443485.954
ROS1	2389601338276.734
AC092431.3	2368385434849.2456
RN7SL32P	2367503886838.505
PTMAP3	2362195839839.831
MYOZ2	2356603528911.1226
RP11-9E17.1	2345168391820.253
RP11-10C24.2	2337228824652.8105
RNA5SP131	2332486788343.4883
NPM3	2330753398776.6187
IL1A	2298725194479.839
PSMG3	2284013480703.774
LMNB2	2283285653988.399
MIR4672	2282546974923.734
YBX1P1	2276557428083.1133
MIR1303	2263983421972.9365
RP11-334C17.6	2252576120390.8843
Y_RNA	2239481499811.9326
RP11-507K2.3	2221646186053.149
HIST1H3H	2216241458027.507
TSPAN2	2215980478847.62
CITED1	2211179853231.04
RP11-1000B6.3	2208990596818.752
CTB-129O4.1	2178830538536.602
AC090616.2	2163385104241.2588
EBNA1BP2	2162505745018.4795
RP11-585P4.6	2157099611873.873
RNU7-151P	2153179291449.5437
RP6-65G23.3	2148505799414.2412
RP11-41O4.1	2147676796002.242
LMBRD1	2143279577305.3884
CDNF	2132290894089.7986
RP11-792A8.4	2123356905190.341
NCS1	2117710210518.867
RP11-148B3.2	2114904959629.263
RP11-861E21.1	2108420931477.0151
RP11-214N9.1	2107048218313.6267
RP11-635O16.2	2086999940568.975
FOXA1	2078860762608.9233
RP3-522D1.2	2076220350219.3247
KDELR3	2076136827848.159
SNORA2	2067056993259.4807
RP11-554A11.4	2066740481892.7866
RP11-248J18.2	2066057288581.635
CYP2F2P	2063146563989.337
RP11-564A8.8	2060890488646.1545
MIR4999	2046566949971.0876
H2AFX	2045193128901.2605
TMEM159	2037370652519.8538
TCEAL2	2033358596442.0667
SUMO2P3	2027125779095.1353
HPGDS	2026430631795.7197
RP11-815I9.4	2026378582942.6528
KIAA2012	2023189923630.0867
GLTP	2021196849090.6418
AIMP2	2020177716032.7942
PNKP	2019517737586.5408
NUDT22	2007489162135.9746
RP11-326K13.4	2007467664408.371
LINC00511	2006099610143.4604
HSP90AA6P	1982324953795.6956
CTC-367J11.1	1978280820460.4062
RNASEH2A	1977579752390.5422
IL27RA	1974979977715.8113
TMEM87B	1969718725016.6091
ACKR4	1967801122565.7327
CD93	1963112106088.9426
SPIN3	1951454905837.611
SDHDP6	1951363478217.0625
RP11-727F15.9	1948085909229.9363
RP11-344B5.2	1937833891440.6045
RP11-672A2.4	1929314300885.106
LINC01571	1924203844448.8247
SIGLEC12	1922659964332.2886
RASL10B	1910414057999.9119
RNU6-415P	1906431901080.683
KIAA1522	1899845282821.622
FAM136A	1892468253907.3171
RP11-775C24.5	1888254468837.5427
PLIN4	1887357394094.9136
RP11-350N15.3	1885548834853.5996
RP11-13N13.5	1883385807932.3354
RP5-894A10.6	1882737098878.0066
METRN	1879562336670.415
GIPR	1876136764907.8894
TRAIP	1874570374044.8442
MFAP5	1868107208801.5718
H3F3C	1862857145824.3232
AC004069.2	1862449302165.2026
RP11-116N8.4	1861822071523.3687
CCDC13	1858920742528.295
SOX4	1851463310944.3862
KCNMB1	1849360712864.8745
PSMC1P1	1845326127242.0576
SLC20A1	1843143534421.3367
SCARNA22	1841922009609.2305
Y_RNA	1841182379409.4827
EXOSC4	1836718546320.3325
CERS3-AS1	1831611350890.9832
AC053503.6	1828670625027.0356
ALG3	1824848038880.8486
RP11-405F3.4	1822477649268.343
RP1-137D17.1	1821699711663.4966
RP1-15D23.2	1817583767838.6025
FAM83E	1806736376834.564
MIR5195	1806057343975.7688
SLC25A25-AS1	1802560174593.3384
IGHV4-39	1798353811368.5422
RP3-340B19.3	1795398569605.2495
Y_RNA	1795363459511.9907
OTX1	1792038858161.0793
TMEM181	1790430216398.9917
GS1-279B7.2	1786368071998.6997
TRBV30	1784141150744.261
RP11-236L14.2	1779222985089.3335
CTD-2325P2.4	1777677941102.0503
KLHL2P1	1776669299627.0837
SECISBP2L	1776013692220.566
MIR3616	1772015783772.8584
UBE2Q1	1768016881312.0159
ALOX12P2	1766451560137.6284
PPIAP29	1761546878750.5088
ZNF486	1761471619225.6162
RP11-345J4.5	1759189381251.8706
MMP15	1757914810291.4824
RP11-708J19.3	1751920214061.1362
MC1R	1741037197771.9517
IGSF6	1738995743679.4612
FAS-AS1	1737791889684.3706
MIR2116	1737321465253.8276
RP1-178F10.1	1737299101915.0647
LINC01358	1736839315972.7783
CTD-3032H12.2	1729991828907.0613
LINC01315	1729045487982.162
PCGF2	1728951392062.8914
CCDC191	1728197803824.2456
TAF9B	1726613022166.068
MARS2	1725624347679.8435
DDX43	1725362673015.0125
LINC01513	1725227472908.5154
SUMO1P1	1718894008130.8828
RP11-368I7.6	1718349430201.9263
COX6A1P2	1718168680517.5596
URB1	1716195012874.4277
RP11-316M21.7	1715662090454.5103
CELSR2	1712928942861.3481
FCGR3A	1712033110383.0476
MIR26A1	1710591576572.5908
MIR33B	1705905532614.206
AC087491.2	1700670104997.0352
SAXO2	1698050101700.7134
RNA5SP282	1697345268579.6802
RNU6-577P	1692273602050.7622
PCDH12	1692239078266.975
OR2S1P	1687399154234.9785
RP11-968A15.2	1686113687537.4482
PPP1R15A	1684854547931.6973
PCDHB7	1684396475782.5652
RPS19P3	1683551492248.5273
AC005086.1	1683282348945.5627
C2orf74	1682798798585.1672
RP11-340F14.6	1679738677949.917
RNU6-795P	1678150106048.003
RP5-1065J22.4	1675056030732.2944
RP11-295G24.5	1672007201867.6497
CTD-2349P21.6	1669398578618.8997
RNU6-558P	1669028799252.3025
RP11-4K3__A.3	1666501596367.0786
PAK1IP1	1666370535077.3972
RP1-35C21.1	1666334936312.638
RP11-736K20.5	1664801446223.2158
LGALS2	1663977269883.6025
BZW1P2	1663668194714.2063
CD300LB	1663419865720.6882
EGR3	1663244504296.763
RP11-473O4.5	1662392687939.185
UTP20	1662115152086.6882
MIR5190	1656762419201.7114
RP11-474N24.6	1652921626843.6145
SCAND1	1652009734496.049
KTI12	1651765639667.4473
RARRES3	1650402130967.726
AC121251.1	1650109457745.0708
BAK1P1	1644546678998.6409
MIR4644	1642986896238.353
RP11-267J23.4	1642633052691.6924
SAMD11	1640028764700.3716
CCDC92	1637388300692.2825
ZNF407	1635766534327.6914
MIR4645	1634555347240.1868
SNORA69	1633997216724.5117
RP11-397O4.1	1631117383944.1543
SNRPEP2	1631088556651.9604
RP3-337H4.6	1629016403425.012
PKD1P6	1628697035927.1758
MIR210HG	1628126878973.0942
HMGN2P28	1622124562444.8857
STOX2	1621964813253.3853
FBXL19-AS1	1621452431469.4446
RNA5SP246	1621140134136.0166
OR2A9P	1616619368740.8286
AC108479.2	1615559874778.058
RP1-52D1.1	1614381913929.1257
RPS2P55	1613611120125.682
RP11-326C3.16	1611067975860.8853
MICAL3	1608852299969.8247
RNU6-1043P	1608394126152.1628
Y_RNA	1606497150566.8765
RP11-799B12.4	1605982925365.5781
NUDT3	1604283821662.8445
RP11-274B21.9	1602965050698.1514
RP11-10L7.1	1598949276618.009
MRGBP	1596356450355.2344
NECTIN1	1595815616986.9363
AC011899.10	1595584480283.3264
EIF4HP1	1594477935487.5408
RP6-109B7.4	1592728738673.634
UNC119B	1591364197948.1653
PLAC8L1	1589583259554.1187
WDR18	1587382464498.8354
LINC00674	1585485272267.482
MRPL44	1584627391991.6125
RP11-536O18.1	1581103730051.6921
COA4	1579836039278.7695
RAB12	1578256118418.6648
CTA-268H5.12	1577033436118.148
RP11-567M16.6	1574189024251.2273
FOXO1	1574151459284.992
CLDN4	1573536246864.7805
LINC01465	1572907597236.6113
STT3A-AS1	1569476748715.0637
TTC30A	1569364754276.1816
RP5-1033H22.2	1564003127157.9397
WI2-1896O14.1	1563605500542.894
AC007743.1	1561011773023.5608
PDCD4-AS1	1558622240867.5515
RP3-441A12.1	1557515642965.1558
RP11-44B19.1	1554149807327.5461
RP11-196G18.22	1553702528865.5034
AC009005.2	1553387622270.3066
CTC-336P14.1	1552881529688.2341
YTHDF3-AS1	1550942314899.0583
CAPN12	1550764267556.6487
ZNF629	1548974307789.2197
CPXM1	1547401598209.0608
SIX5	1542430179595.3936
RPL17P50	1540901910399.364
PAICS	1539805233509.5366
PTS	1539081098908.2422
AC093484.4	1535066940439.9592
SLC46A2	1534764329149.5278
SPATA18	1534672288875.4944
C9orf172	1533633098946.441
RP11-307C12.11	1531124244648.92
SPRY4-IT1	1531058769252.605
GBP4	1530429552268.183
AC007228.8	1529051890189.4792
SPATA4	1528488617733.5613
YOD1	1528262867634.4429
ALPP	1525448198409.4363
RP3-525N10.2	1525299197984.7983
MIR4664	1524017605730.5122
AC020594.5	1523303672030.5476
R3HDM4	1522772261744.9485
RNU6-176P	1520208715897.645
RP5-1092A3.4	1519740730551.0127
DECR2	1518506192877.4158
CTD-3184A7.4	1518377154729.0654
RABAC1	1516677105217.3857
RP11-642A1.2	1514770925238.3394
C8orf88	1514420392447.381
SHISA8	1513368032250.3384
CH17-472G23.2	1512124726812.5815
SNORD88	1512004559106.627
RPL12P25	1510225102582.793
CBX8	1510132723562.3872
RNU6-1143P	1508343758101.6204
HSD11B1	1506393015914.7463
RHNO1	1505135201977.0815
RPS2P46	1501735499950.748
GK-IT1	1500726270738.5159
PRLH	1496607704089.8328
RP6-74O6.6	1494054388617.2017
TLR1	1492617094133.818
